"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data.Data_type","tree_data.Number_of_trees","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data._parent_table"
"1918",1,10,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1919",1,11,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1920",1,12,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1921",1,13,NA,"begin_repeat_YDvKUvA32","2","Quercus","Present","10x10m","main"
"1922",1,14,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1923",1,15,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1924",1,16,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1925",1,17,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1926",1,18,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1927",1,19,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1928",1,20,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1929",1,21,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1930",1,22,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1931",1,23,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1932",1,24,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1933",1,25,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1934",1,26,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1935",1,27,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1936",1,28,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1937",1,29,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1938",1,30,NA,"begin_repeat_YDvKUvA32","1","Quercus","Present","10x10m","main"
"1939",2,30,NA,"begin_repeat_YDvKUvA32","1","Pinus sp","Present","10x10m","main"
"1940",1,31,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1941",1,32,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1942",1,33,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1943",1,34,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1944",1,35,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1945",1,36,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1946",1,37,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1947",1,38,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1948",1,39,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1949",1,40,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1950",1,41,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1951",1,42,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1952",1,43,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1953",1,44,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1954",1,45,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1955",1,46,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1956",1,47,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1957",1,48,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1958",1,49,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1959",1,50,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1960",1,51,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1961",1,52,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1962",1,53,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1963",1,54,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1964",1,55,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1965",1,56,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1966",1,57,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1967",1,58,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1968",1,59,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1969",1,60,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1970",1,61,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1971",1,62,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1972",1,63,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1973",1,64,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1974",1,65,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1975",1,66,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1976",1,67,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1977",1,68,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1978",1,69,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1979",1,70,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1980",1,71,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1981",1,72,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1982",1,73,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1983",1,74,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1984",1,75,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1985",1,76,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1986",1,77,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1987",1,78,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1988",1,79,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1989",1,80,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1990",1,81,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1991",1,82,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1992",1,83,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1993",1,84,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1994",1,85,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1995",1,86,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1996",1,87,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1997",1,88,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1998",1,89,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1999",1,90,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2000",1,91,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2001",1,92,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2002",1,93,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2003",1,94,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2004",1,95,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2005",1,96,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2006",1,97,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2007",1,98,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2008",1,99,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2009",1,100,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2010",1,101,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2011",1,102,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2012",1,103,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2013",1,104,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"2014",1,1,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2015",1,2,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2016",1,3,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2017",1,4,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2018",1,5,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2019",1,6,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2020",1,7,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2021",1,8,NA,"begin_repeat_Wq3dUfnDG","3","Quercus robur","planted","3x3m within 10x10m","main"
"2022",1,9,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2023",1,10,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2024",1,11,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2025",1,12,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2026",1,13,NA,"begin_repeat_Wq3dUfnDG","3","Quercus","naturally_regenerating","3x3m within 10x10m","main"
"2027",1,14,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2028",1,15,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2029",1,16,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2030",1,17,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2031",1,18,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2032",1,19,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2033",1,20,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2034",1,21,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2035",1,22,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2036",1,23,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2037",1,24,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2038",1,25,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2039",1,26,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2040",1,27,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2041",1,28,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2042",1,29,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2043",1,30,NA,"begin_repeat_Wq3dUfnDG","2","Quercus","Present","3x3m within 10x10m","main"
"2044",2,30,NA,"begin_repeat_Wq3dUfnDG","2","Populus","Present","3x3m within 10x10m","main"
"2045",1,31,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2046",1,32,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2047",1,33,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2048",1,34,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2049",1,35,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2050",1,36,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2051",1,37,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2052",1,38,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2053",1,39,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2054",1,40,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2055",1,41,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2056",1,42,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2057",1,43,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2058",1,44,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2059",1,45,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2060",1,46,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2061",1,47,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2062",1,48,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2063",1,49,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2064",1,50,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2065",1,51,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2066",1,52,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2067",1,53,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2068",1,54,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2069",1,55,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2070",1,56,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2071",1,57,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2072",1,58,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2073",1,59,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2074",1,60,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2075",1,61,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2076",1,62,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2077",1,63,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2078",1,64,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2079",1,65,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2080",1,66,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2081",1,67,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2082",1,68,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2083",1,69,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2084",1,70,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2085",1,71,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2086",1,72,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2087",1,73,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2088",1,74,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2089",1,75,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2090",1,76,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2091",1,77,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2092",1,78,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2093",1,79,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2094",1,80,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2095",1,81,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2096",1,82,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2097",1,83,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2098",1,84,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2099",1,85,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2100",1,86,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2101",1,87,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2102",1,88,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2103",1,89,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2104",1,90,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2105",1,91,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2106",1,92,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2107",1,93,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2108",1,94,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2109",1,95,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2110",1,96,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2111",1,97,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2112",1,98,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2113",1,99,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2114",1,100,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2115",1,101,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2116",1,102,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2117",1,103,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2118",1,104,NA,"begin_repeat_Wq3dUfnDG",NA,NA,NA,"3x3m within 10x10m","main"
"2119",1,1,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2120",1,2,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2121",1,3,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2122",1,4,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2123",1,5,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2124",1,6,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2125",1,7,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2126",1,8,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2127",1,9,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2128",1,10,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2129",1,11,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2130",1,12,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2131",1,13,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2132",1,14,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2133",1,15,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2134",1,16,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2135",1,17,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2136",1,18,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2137",1,19,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2138",1,20,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2139",1,21,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2140",1,22,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2141",1,23,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2142",1,24,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2143",1,25,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2144",1,26,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2145",1,27,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2146",1,28,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2147",1,29,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2148",1,30,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2149",1,31,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2150",1,32,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2151",1,33,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2152",1,34,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2153",1,35,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2154",1,36,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2155",1,37,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2156",1,38,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2157",1,39,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2158",1,40,"Tree_Species2",NA,"46","Avicenna Marina","Present","30x30m","main"
"2159",1,41,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2160",1,42,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2161",1,43,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2162",1,44,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2163",1,45,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2164",1,46,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2165",1,47,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2166",1,48,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2167",1,49,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2168",1,50,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2169",1,51,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2170",1,52,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2171",1,53,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2172",1,54,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2173",1,55,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2174",1,56,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2175",1,57,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2176",1,58,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2177",1,59,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2178",1,60,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2179",1,61,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2180",1,62,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2181",1,63,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2182",1,64,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2183",1,65,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2184",1,66,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2185",1,67,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2186",1,68,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2187",1,69,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2188",1,70,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2189",1,71,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2190",1,72,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2191",1,73,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2192",1,74,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2193",1,75,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2194",1,76,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2195",1,77,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2196",1,78,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2197",1,79,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2198",1,80,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2199",1,81,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2200",1,82,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2201",1,83,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2202",1,84,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2203",1,85,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2204",1,86,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2205",1,87,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2206",1,88,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2207",1,89,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2208",1,90,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2209",1,91,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2210",1,92,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2211",1,93,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2212",1,94,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2213",1,95,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2214",1,96,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2215",1,97,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2216",1,98,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2217",1,99,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
"2218",1,100,"Tree_Species2",NA,NA,NA,NA,"30x30m","main"
